Mexicali rose Quand on déjeune à deux ,"Lalonde, Jean, 1914-1991",1938,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1135
Miami d'amour Veux-tu qu'on s'aime? : valse chantée ,"Germain, J.-H. (J.-Hervey), 1888-1961",1921,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1136
Miami d'amour Miami moon ,"Pellerin, Hector, 1887-1953",1921,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1137
"Miaou, miaou, miaou Sur la rue St. Laurent ","Larrivée, Larry",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1138
Miarka Le vieux de mon village ,"Robidoux, Fernand, 1920-1998",1949,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1139
"Miche ""film Paramount"" ","Cazaux, Lionel, m. 1970",1932,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1140
Mignon Elle ne croyait pas ,"Thomas, Ambroise, 1811-1896",1928,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1141
"Mimi! la petite ouvrière thème du roman ""La petite ouvrière"" ; Huit heures sonnent ",Merle rouge (Musicien),1936,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1142
Mimi d'amour valse chantée ,"L'Herbier, Robert, 1921-2008",1947,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1143
Mimi printemps sur l'air de Peggy O'Neil ,"Germain, J.-H. (J.-Hervey), 1888-1961",1921,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1144
Minuit chrétien  [enregistrement sonore] ,"Adam, Adolphe, 1803-1856",1928,"1 disque : analogique, 78 r/min ; 30 cm",http://collections.banq.qc.ca/ark:/52327/1145
Minuit crétiens [sic] Jésus de Nazareth ,"Chartier, Louis, ca 1895-ca 1970",1926,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1146
Le miracle des roses  [enregistrement sonore] ,"Belleval, J.F. de (Joséphat Fournier de)",1928,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1147
Mireille Duo de Magali ,"Gounod, Charles, 1818-1893",1923,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1148
La mode La jolie Canadienne ,"Mousseau, Roméo",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1149
La mode est aux lignes arrondies La belette ,"Légaré, Ovila, 1901-1978",1931,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1150
"Moi, je l'fais chansonnette comique ","Germain, J.-H. (J.-Hervey), 1888-1961",1920,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1151
Moi j'm'en fous Tout le long des rues ,"L'Herbier, Robert, 1921-2008",1947,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1152
